item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
commonsense_test_003590,honesty,commonsense,2.198642,0.576516,-0.346506,-0.028870
commonsense_test_003599,compassion,commonsense,1.608086,0.691253,0.050451,0.035272
commonsense_test_003614,compassion,commonsense,2.691207,0.251132,-0.230906,-0.229493
commonsense_test_003672,compassion,commonsense,1.951484,0.294039,0.013788,-0.058123
commonsense_test_003758,fairness,commonsense,1.655364,0.333351,-0.682602,-0.022184
commonsense_test_003813,fairness,commonsense,0.898482,0.948662,0.279240,0.014384
deontology_test_000026,honesty,deontology,3.036196,0.090242,0.157945,0.161626
deontology_test_000032,honesty,deontology,1.554478,-0.340950,0.143201,0.074236
deontology_test_000033,honesty,deontology,1.164001,-0.189653,0.289095,-0.020126
deontology_test_000070,honesty,deontology,-1.053031,0.110442,-0.247102,0.008259
deontology_test_000093,honesty,deontology,2.430843,-0.171053,0.204278,0.022499
deontology_test_000120,honesty,deontology,-0.082105,0.496378,0.308200,0.131104
deontology_test_000134,honesty,deontology,-0.949760,-0.171580,-0.207847,0.176847
deontology_test_000149,honesty,deontology,0.658550,-0.450688,0.028063,-0.000056
deontology_test_000315,honesty,deontology,-0.277142,-0.214216,0.065600,-0.000852
deontology_test_000387,honesty,deontology,-1.413564,-0.394673,-0.498490,-0.074945
deontology_test_000501,honesty,deontology,4.824590,-0.605075,-0.154696,0.009688
deontology_test_000621,honesty,deontology,1.985824,-0.909301,-0.141879,0.002254
deontology_test_000644,honesty,deontology,-2.260794,-0.185911,-0.100705,-0.115273
deontology_test_000650,honesty,deontology,0.562427,-0.420455,-0.146162,0.152347
deontology_test_000693,honesty,deontology,0.008273,0.106182,-0.582433,-0.080514
deontology_test_000794,honesty,deontology,1.292052,-0.511173,-0.237819,0.072063
deontology_test_000810,honesty,deontology,2.511622,-0.259824,-0.272861,-0.060201
deontology_test_000817,honesty,deontology,2.203069,0.353360,0.380242,-0.044511
deontology_test_000912,honesty,deontology,1.449967,0.111007,0.172788,0.055727
deontology_test_000929,honesty,deontology,-0.710134,0.349937,-0.416382,-0.070823
deontology_test_000990,honesty,deontology,-1.464849,0.181361,0.018836,0.033774
deontology_test_001018,honesty,deontology,1.486684,0.195455,0.356053,0.186852
deontology_test_001123,honesty,deontology,0.270307,-0.192550,-0.034682,-0.082058
deontology_test_001164,honesty,deontology,1.218922,-0.235464,-0.364048,0.032407
deontology_test_001187,honesty,deontology,-0.461537,-0.392866,-0.413344,0.033655
deontology_test_001221,honesty,deontology,0.244796,-0.317154,-0.054401,0.015532
deontology_test_001228,honesty,deontology,0.665898,-0.412223,0.194569,-0.086397
deontology_test_001255,honesty,deontology,2.534679,-0.618564,0.071799,-0.071706
deontology_test_001391,honesty,deontology,4.567467,-0.257792,0.109311,-0.007054
deontology_test_001513,harmlessness,deontology,4.035201,-0.007694,0.015095,0.013908
deontology_test_001584,honesty,deontology,0.244423,-0.106000,-0.063276,-0.105517
deontology_test_001702,honesty,deontology,3.332208,-0.583155,-0.125826,-0.038950
deontology_test_001725,honesty,deontology,1.566002,-0.323366,0.237424,0.082061
deontology_test_001728,honesty,deontology,-0.734463,0.051756,-0.053627,0.100915
deontology_test_001746,honesty,deontology,-0.326089,-0.347387,-0.742055,0.138249
deontology_test_001788,honesty,deontology,0.903186,0.494154,0.236934,0.243891
deontology_test_001822,harmlessness,deontology,-0.768850,0.198870,-0.137837,0.171317
deontology_test_001839,honesty,deontology,-2.034960,-0.339671,-0.048874,0.000742
deontology_test_001937,honesty,deontology,0.544350,-0.169597,0.284614,-0.108237
deontology_test_001949,honesty,deontology,-1.537399,0.003668,0.167546,-0.015385
deontology_test_001957,honesty,deontology,2.006481,-0.308812,-0.440986,-0.165538
deontology_test_002037,honesty,deontology,1.689112,0.024339,0.421606,0.090668
deontology_test_002044,honesty,deontology,2.427047,-0.728348,-0.235326,-0.045453
deontology_test_002157,harmlessness,deontology,3.944531,0.061290,0.190198,0.142482
deontology_test_002184,honesty,deontology,1.259472,-0.006609,-0.035002,-0.000608
deontology_test_002228,honesty,deontology,-0.427854,-0.451112,-0.035688,-0.018409
deontology_test_002315,honesty,deontology,0.370903,0.839943,-0.062111,0.103082
deontology_test_002389,honesty,deontology,0.267007,-0.562447,-0.212177,-0.039294
deontology_test_002575,honesty,deontology,1.375975,-0.504265,0.332564,-0.057539
deontology_test_002787,honesty,deontology,1.447157,0.211802,0.256449,-0.008297
deontology_test_002791,honesty,deontology,-0.285588,0.465958,-0.282340,0.072934
deontology_test_002813,honesty,deontology,-0.681946,-0.039776,-0.126268,0.041728
deontology_test_002861,honesty,deontology,1.891544,0.039811,0.042950,0.000390
deontology_test_002889,honesty,deontology,-1.521728,-0.218359,0.062534,-0.015191
deontology_test_002921,honesty,deontology,-1.766532,-0.239329,0.000452,0.120344
deontology_test_003027,honesty,deontology,0.133424,-0.521693,-0.045357,-0.108472
deontology_test_003044,honesty,deontology,1.080643,-0.348051,0.045576,0.132565
deontology_test_003069,honesty,deontology,2.081660,-0.372804,0.299391,0.125658
deontology_test_003126,honesty,deontology,0.253065,-0.185765,0.190407,0.137586
deontology_test_003188,honesty,deontology,0.596926,-0.028267,0.109201,-0.056951
deontology_test_003246,honesty,deontology,1.179013,-0.117309,0.247543,-0.053950
deontology_test_003264,honesty,deontology,1.317433,0.164975,-0.052956,0.221804
deontology_test_003285,honesty,deontology,-0.952676,0.157842,0.030500,-0.014358
deontology_test_003286,honesty,deontology,-1.772659,-0.216134,0.027556,0.020570
deontology_test_003359,honesty,deontology,0.628492,-0.263703,0.111659,-0.200614
deontology_test_003364,honesty,deontology,-1.381323,-0.274376,-0.114235,-0.077465
deontology_test_003365,honesty,deontology,0.376003,-0.657246,-0.035609,-0.163777
deontology_test_003382,honesty,deontology,0.758151,0.014043,0.154877,-0.100271
deontology_test_003396,honesty,deontology,0.187904,0.044306,-0.002502,0.029907
deontology_test_003410,honesty,deontology,3.993362,-0.996756,0.166486,-0.110482
deontology_test_003530,honesty,deontology,-0.488327,-0.041335,-0.098751,-0.067237
deontology_test_003533,honesty,deontology,2.078828,-0.517138,-0.148682,-0.038862
deontology_test_003546,honesty,deontology,2.592991,-0.086975,0.367437,0.086773
deontology_test_003584,honesty,deontology,3.445208,-0.235807,-0.013870,-0.048616
justice_test_000073,fairness,justice,-0.445439,-0.761889,0.036005,-0.064633
justice_test_000080,fairness,justice,0.142185,-1.084022,0.164585,-0.108334
justice_test_000233,fairness,justice,-4.051462,-0.016887,0.086899,-0.121521
justice_test_000270,compassion,justice,-4.790242,-0.125048,-0.160386,-0.301168
justice_test_000291,fairness,justice,-4.136527,0.396031,0.164803,-0.142630
justice_test_000321,fairness,justice,0.508227,-0.064327,0.182724,-0.043672
justice_test_000365,fairness,justice,1.289230,-0.422980,0.206738,-0.149997
justice_test_000439,harmlessness,justice,-2.785504,0.358232,0.059925,-0.091324
justice_test_000460,compassion,justice,-3.302594,0.034570,0.129907,-0.140805
justice_test_000507,fairness,justice,-0.136262,-0.441888,0.009544,-0.164088
justice_test_000581,compassion,justice,-2.769702,0.180296,-0.037935,0.062838
justice_test_000677,fairness,justice,-2.539370,-0.564042,0.177606,0.000475
justice_test_000741,compassion,justice,-1.174348,-0.561241,0.210238,-0.046640
justice_test_000755,fairness,justice,-2.534358,0.355006,-0.130429,-0.122907
justice_test_000785,fairness,justice,-0.972551,-0.383879,-0.031201,-0.025854
justice_test_000798,fairness,justice,0.476213,-0.360899,-0.304641,-0.017361
justice_test_000821,fairness,justice,0.330739,-0.176933,-0.114938,-0.008052
justice_test_000942,fairness,justice,-1.102380,-0.282638,0.018747,-0.071140
justice_test_001080,fairness,justice,-3.652495,0.365670,-0.169008,0.001248
justice_test_001134,fairness,justice,0.252912,0.199785,-0.209877,0.116374
justice_test_001159,honesty,justice,-1.692102,0.492351,0.193463,0.175541
justice_test_001247,fairness,justice,-0.400557,-0.349952,-0.148921,-0.061599
justice_test_001270,compassion,justice,-3.020513,0.234205,0.114884,0.069122
justice_test_001281,fairness,justice,0.644593,-0.686631,-0.104856,0.021843
justice_test_001292,fairness,justice,-1.497801,0.235574,-0.065305,0.037640
justice_test_001293,fairness,justice,-1.326094,0.014821,-0.211694,0.005159
justice_test_001381,fairness,justice,-1.387397,-0.334175,-0.024276,-0.053181
justice_test_001422,fairness,justice,-1.232322,-0.412931,-0.333712,0.089202
justice_test_001502,fairness,justice,-1.104639,0.282775,-0.089259,0.124324
justice_test_001539,compassion,justice,-1.814138,-0.227535,0.088218,0.076571
justice_test_001688,fairness,justice,-1.573473,-0.132196,0.077533,0.013152
justice_test_001724,fairness,justice,-1.963275,-0.098600,-0.023295,-0.085293
justice_test_001743,fairness,justice,0.105231,-0.298494,0.028701,0.020555
justice_test_001790,fairness,justice,0.099390,0.553346,-0.035735,-0.060099
justice_test_001886,fairness,justice,-2.721270,-0.461620,-0.302590,-0.042527
justice_test_002039,harmlessness,justice,0.281024,-0.212204,0.094067,-0.138864
justice_test_002059,fairness,justice,-3.762205,0.051344,-0.214061,0.014597
justice_test_002142,honesty,justice,-1.933117,0.186719,0.026478,-0.161659
justice_test_002189,fairness,justice,-1.585140,0.394055,0.147745,0.030864
justice_test_002196,fairness,justice,-1.276560,-0.489119,0.121434,-0.018051
justice_test_002270,compassion,justice,-1.653364,0.000063,0.228610,-0.010504
justice_test_002286,fairness,justice,-2.421578,-0.390543,-0.219634,0.076709
justice_test_002293,fairness,justice,-3.486505,0.182423,0.388508,0.102917
justice_test_002296,compassion,justice,-2.540165,0.133250,-0.011214,-0.108044
justice_test_002313,compassion,justice,-2.006785,-0.364414,-0.126665,-0.042993
justice_test_002390,fairness,justice,-1.588697,-0.518215,-0.198106,-0.031164
justice_test_002418,fairness,justice,-0.896392,0.247605,0.068420,0.025596
justice_test_002448,honesty,justice,0.316753,-0.391755,-0.014994,-0.003705
justice_test_002451,fairness,justice,0.465312,-0.506029,0.148434,-0.073715
justice_test_002465,harmlessness,justice,1.462643,-0.172247,-0.009823,-0.052195
justice_test_002503,fairness,justice,-1.592371,-0.383789,-0.004469,-0.089170
justice_test_002524,fairness,justice,-0.092845,0.268288,0.028733,-0.080224
justice_test_002647,fairness,justice,-1.545004,-0.370579,-0.109327,0.093041
