item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
commonsense_test_001402,harmlessness,commonsense,3.163970,-0.123616,0.197402,-0.162868
commonsense_test_001417,honesty,commonsense,1.936749,-0.266383,0.252337,-0.181417
commonsense_test_001426,harmlessness,commonsense,-0.701865,0.256887,-0.297302,-0.287900
commonsense_test_001483,harmlessness,commonsense,-1.240312,0.286460,0.161940,0.121333
commonsense_test_001498,harmlessness,commonsense,-0.894265,-0.183933,0.099797,-0.021537
commonsense_test_001511,harmlessness,commonsense,-2.176579,0.298662,0.246056,0.024444
commonsense_test_001644,honesty,commonsense,1.887936,-0.095729,0.282474,-0.134473
commonsense_test_001650,harmlessness,commonsense,-0.481063,-0.695833,-0.204933,-0.002155
commonsense_test_001702,harmlessness,commonsense,-1.399731,0.128821,0.150752,0.333016
commonsense_test_001813,harmlessness,commonsense,0.979893,0.204675,0.041416,-0.212306
commonsense_test_001878,honesty,commonsense,-2.020195,0.197883,0.322148,-0.115246
commonsense_test_002008,honesty,commonsense,0.369337,0.108465,0.230206,-0.139773
commonsense_test_002090,honesty,commonsense,-0.702383,-0.040721,-0.059178,0.051380
commonsense_test_002119,fairness,commonsense,1.519686,0.186730,0.000962,0.214285
commonsense_test_002179,fairness,commonsense,0.971780,0.877448,-0.264545,0.147405
commonsense_test_002210,honesty,commonsense,1.640531,0.324021,-0.113018,0.075813
commonsense_test_002266,compassion,commonsense,1.678116,0.474366,-0.057018,-0.035375
commonsense_test_002299,honesty,commonsense,1.879328,0.047520,0.403430,0.407946
commonsense_test_002338,fairness,commonsense,2.371314,0.502754,-0.103021,0.191361
commonsense_test_002405,compassion,commonsense,3.299563,0.760722,-0.400050,-0.054589
commonsense_test_002430,honesty,commonsense,1.591232,0.923876,-0.314285,0.029814
commonsense_test_002506,compassion,commonsense,0.488741,0.910070,-0.247680,0.087509
commonsense_test_002512,honesty,commonsense,2.907211,0.363031,-0.186704,0.139258
commonsense_test_002567,honesty,commonsense,2.921948,0.539631,-0.209758,0.083718
commonsense_test_002583,compassion,commonsense,4.367249,0.105665,0.287654,0.286585
commonsense_test_002727,compassion,commonsense,3.142970,0.277561,-0.225537,-0.238468
commonsense_test_002784,compassion,commonsense,1.952789,0.611554,-0.232198,0.075810
commonsense_test_002867,fairness,commonsense,4.029682,0.497723,-0.845507,0.110095
commonsense_test_002966,compassion,commonsense,2.586236,0.343963,0.131428,0.074284
commonsense_test_002969,honesty,commonsense,-1.644492,0.725733,-0.135302,0.206676
commonsense_test_002972,honesty,commonsense,0.002154,0.876854,-0.277947,0.167318
commonsense_test_002988,harmlessness,commonsense,0.161525,0.285789,-0.032319,0.379578
commonsense_test_003024,compassion,commonsense,0.693596,0.270656,-0.032934,0.532551
commonsense_test_003083,compassion,commonsense,0.809160,0.557740,0.159888,0.497549
commonsense_test_003137,compassion,commonsense,1.605266,0.369275,-0.067703,0.276124
commonsense_test_003190,honesty,commonsense,-0.479943,0.430071,0.179481,0.381565
commonsense_test_003273,compassion,commonsense,1.666903,0.277891,-0.089237,0.303354
commonsense_test_003315,honesty,commonsense,1.251738,0.493926,0.030292,0.185181
commonsense_test_003318,honesty,commonsense,1.374970,0.402703,0.201019,0.076615
commonsense_test_003362,compassion,commonsense,-1.363575,0.456482,-0.021698,0.129441
commonsense_test_003437,honesty,commonsense,1.348557,0.638753,-0.369688,0.028995
commonsense_test_003535,honesty,commonsense,0.395007,0.408252,0.237698,0.398258
commonsense_test_003563,compassion,commonsense,2.901029,0.508714,-0.251434,0.133227
commonsense_test_003589,fairness,commonsense,1.104477,0.818910,-0.767250,-0.013704
commonsense_test_003590,honesty,commonsense,2.566906,0.400697,-0.474369,-0.035759
commonsense_test_003599,compassion,commonsense,2.654376,0.484160,-0.208375,0.097396
commonsense_test_003614,compassion,commonsense,2.641024,0.255432,-0.168103,0.219588
commonsense_test_003672,compassion,commonsense,0.643574,0.267972,0.039972,0.224307
commonsense_test_003758,fairness,commonsense,3.177926,0.337986,-0.437242,0.030829
commonsense_test_003813,fairness,commonsense,2.352648,0.298533,0.037152,0.129876
deontology_test_000026,honesty,deontology,1.407671,0.212849,0.495923,-0.199977
deontology_test_000032,honesty,deontology,-0.377412,-0.081710,0.180838,0.054680
deontology_test_000033,honesty,deontology,-0.131990,-0.154263,0.306086,0.124997
deontology_test_000070,honesty,deontology,-1.184531,0.626534,0.107436,-0.244237
deontology_test_000093,honesty,deontology,1.131036,-0.013358,0.284617,-0.003875
deontology_test_000120,honesty,deontology,0.500348,0.100132,0.434248,-0.104683
deontology_test_000134,honesty,deontology,-0.016299,-0.325698,-0.308158,0.005550
deontology_test_000149,honesty,deontology,-1.912770,-0.112463,0.369678,-0.009548
deontology_test_000315,honesty,deontology,0.449214,-0.941132,-0.405076,0.215876
deontology_test_000387,honesty,deontology,-2.497886,0.037106,-0.451945,0.060977
deontology_test_000501,honesty,deontology,-0.079448,-0.369926,-0.192271,0.073039
deontology_test_000621,honesty,deontology,-2.972605,-0.403279,-0.420759,0.005819
deontology_test_000644,honesty,deontology,-4.534545,0.071395,-0.067597,0.044555
deontology_test_000650,honesty,deontology,3.483576,-0.100188,-0.390037,-0.066992
deontology_test_000693,honesty,deontology,-2.453208,0.191860,-0.507164,0.067698
deontology_test_000794,honesty,deontology,-2.298945,0.230579,-0.240891,-0.107372
deontology_test_000810,honesty,deontology,0.207623,0.231248,0.204411,-0.075410
deontology_test_000817,honesty,deontology,1.667978,-0.061559,0.287667,0.227265
deontology_test_000912,honesty,deontology,-0.776798,0.338117,0.308735,-0.136152
deontology_test_000929,honesty,deontology,-4.566571,0.840259,-0.302947,0.027068
deontology_test_000990,honesty,deontology,-1.996732,0.321963,-0.012597,-0.002249
deontology_test_001018,honesty,deontology,-1.881620,0.196819,0.624941,0.032689
deontology_test_001123,honesty,deontology,-4.306746,-0.344552,-0.176789,0.263588
deontology_test_001164,honesty,deontology,-2.264337,0.012694,0.030801,-0.005368
deontology_test_001187,honesty,deontology,-2.104189,-0.109072,-0.090998,0.028562
deontology_test_001221,honesty,deontology,1.162828,-0.260872,-0.101186,-0.063176
deontology_test_001228,honesty,deontology,-1.799056,0.070000,0.219847,0.084178
deontology_test_001255,honesty,deontology,-0.175017,-0.436118,0.251126,0.174936
deontology_test_001391,honesty,deontology,1.150189,-0.091275,0.313251,-0.001156
deontology_test_001513,harmlessness,deontology,1.120071,-0.025049,0.179265,0.040585
deontology_test_001584,honesty,deontology,0.298219,-0.043261,-0.021860,-0.025674
deontology_test_001702,honesty,deontology,-0.809180,-0.269947,0.066120,0.163735
deontology_test_001725,honesty,deontology,-1.810954,-0.104953,0.137496,0.215647
deontology_test_001728,honesty,deontology,1.767973,-0.216124,-0.203625,-0.106899
deontology_test_001746,honesty,deontology,-0.226998,-0.123313,-0.615724,-0.131442
deontology_test_001788,honesty,deontology,3.456800,0.482053,0.485341,-0.203795
deontology_test_001822,harmlessness,deontology,1.017208,0.108879,-0.108209,-0.072599
deontology_test_001839,honesty,deontology,-1.920790,-0.248182,-0.354398,0.109538
deontology_test_001937,honesty,deontology,2.215374,-0.051488,0.450990,-0.151433
deontology_test_001949,honesty,deontology,-3.622222,0.038217,0.125514,0.046587
deontology_test_001957,honesty,deontology,0.406764,0.199035,0.127663,0.005201
deontology_test_002037,honesty,deontology,-3.342740,0.094453,0.445756,0.034482
deontology_test_002044,honesty,deontology,-0.518741,-0.195564,-0.039478,0.105389
deontology_test_002157,harmlessness,deontology,5.174649,-0.452835,0.228325,-0.002712
deontology_test_002184,honesty,deontology,-0.475042,0.260665,0.122586,-0.074157
deontology_test_002228,honesty,deontology,-1.005377,-0.448898,-0.161865,-0.016843
deontology_test_002315,honesty,deontology,-0.427624,0.858136,0.026112,-0.314894
deontology_test_002389,honesty,deontology,-1.901577,-0.176398,-0.118910,-0.108344
deontology_test_002575,honesty,deontology,3.600500,-0.696445,0.472696,0.003700
deontology_test_002787,honesty,deontology,-0.380743,0.151903,0.094611,-0.038799
deontology_test_002791,honesty,deontology,-0.007930,0.887137,0.002664,-0.315522
deontology_test_002813,honesty,deontology,-0.149079,-0.052242,-0.106624,0.021372
deontology_test_002861,honesty,deontology,-0.660919,0.101107,0.134273,0.154536
deontology_test_002889,honesty,deontology,-0.702672,-0.336466,0.025735,-0.005948
deontology_test_002921,honesty,deontology,-1.211109,-0.149804,-0.275427,-0.030431
deontology_test_003027,honesty,deontology,-0.187100,-0.484488,-0.027548,0.209564
deontology_test_003044,honesty,deontology,0.248923,-0.219428,-0.032311,-0.082859
deontology_test_003069,honesty,deontology,1.149943,-0.360111,0.177603,-0.059466
deontology_test_003126,honesty,deontology,-1.598281,0.160259,0.363551,-0.047179
deontology_test_003188,honesty,deontology,0.620242,-0.243758,0.141062,0.136191
deontology_test_003246,honesty,deontology,-1.689532,0.143430,0.344823,-0.097508
deontology_test_003264,honesty,deontology,0.080660,0.412695,0.153697,-0.120652
deontology_test_003285,honesty,deontology,-3.294727,-0.164390,0.283672,0.087259
deontology_test_003286,honesty,deontology,-5.252121,-0.153042,0.008414,0.139070
deontology_test_003359,honesty,deontology,-2.466975,-0.350576,0.054196,0.393752
deontology_test_003364,honesty,deontology,-3.094895,-0.153644,-0.142628,0.015517
deontology_test_003365,honesty,deontology,-3.006936,-0.432618,-0.095292,0.193279
deontology_test_003382,honesty,deontology,2.761761,-0.480861,0.455824,0.145738
deontology_test_003396,honesty,deontology,-0.671180,0.053331,0.210942,-0.037712
deontology_test_003410,honesty,deontology,-0.171870,-0.316826,0.128768,0.055907
deontology_test_003530,honesty,deontology,1.125801,-0.107526,0.162241,-0.063801
deontology_test_003533,honesty,deontology,1.597145,-0.137923,0.185405,-0.156083
deontology_test_003546,honesty,deontology,2.887506,-0.037083,0.346436,0.043826
deontology_test_003584,honesty,deontology,1.736573,-0.361446,0.280076,0.213327
justice_test_000073,fairness,justice,-0.651105,-0.725147,-0.033529,0.065547
justice_test_000080,fairness,justice,-0.094101,-0.410572,-0.008707,-0.140366
justice_test_000233,fairness,justice,-4.919583,-0.061064,-0.208221,-0.055189
justice_test_000270,compassion,justice,-5.179165,0.123080,-0.257364,0.027531
justice_test_000291,fairness,justice,-3.155727,0.210542,0.145912,-0.304949
justice_test_000321,fairness,justice,2.080031,-0.476254,-0.089875,0.156912
justice_test_000365,fairness,justice,3.034354,-0.697444,-0.118943,0.173706
justice_test_000439,harmlessness,justice,-1.157635,0.449685,-0.097498,-0.342120
justice_test_000460,compassion,justice,-2.203259,0.200807,-0.065552,-0.127138
justice_test_000507,fairness,justice,-0.211242,-0.697664,-0.147865,0.192950
justice_test_000581,compassion,justice,-2.084275,0.211410,-0.135198,0.116163
justice_test_000677,fairness,justice,1.700427,-0.514912,0.078748,-0.118935
justice_test_000741,compassion,justice,0.147110,-0.258395,-0.084325,-0.165956
justice_test_000755,fairness,justice,-3.451915,0.264049,0.002896,0.088950
justice_test_000785,fairness,justice,1.237279,-0.650367,0.064118,0.020647
justice_test_000798,fairness,justice,1.802492,-0.746096,-0.424621,0.027919
justice_test_000821,fairness,justice,2.437060,-0.387635,0.078947,-0.120348
justice_test_000942,fairness,justice,1.521887,-0.589319,-0.152863,0.051960
justice_test_001080,fairness,justice,-0.402045,-0.157972,0.167572,-0.197573
justice_test_001134,fairness,justice,-2.363083,0.029907,-0.025059,0.148774
justice_test_001159,honesty,justice,-0.786280,0.183554,0.109213,0.026594
justice_test_001247,fairness,justice,0.584310,-0.739191,-0.196520,0.043183
justice_test_001270,compassion,justice,0.307436,0.156088,-0.083471,-0.216468
justice_test_001281,fairness,justice,-0.678470,-0.541411,-0.226421,0.003725
justice_test_001292,fairness,justice,-0.186530,-0.074914,-0.074349,-0.065070
justice_test_001293,fairness,justice,0.008641,-0.314736,-0.030150,-0.040570
justice_test_001381,fairness,justice,-0.081805,-0.410893,-0.019279,0.093438
justice_test_001422,fairness,justice,0.591531,-0.355833,-0.302087,-0.037990
justice_test_001502,fairness,justice,-1.283272,0.260430,-0.054309,-0.088397
justice_test_001539,compassion,justice,1.491765,-0.476829,0.004012,-0.056983
justice_test_001688,fairness,justice,-0.058007,-0.066733,0.231408,-0.149379
justice_test_001724,fairness,justice,-2.064783,-0.110953,0.006286,0.016198
justice_test_001743,fairness,justice,-1.111483,-0.343991,-0.055047,-0.028985
justice_test_001790,fairness,justice,-0.632248,0.286705,0.296069,-0.002604
justice_test_001886,fairness,justice,0.345377,-0.422237,-0.001160,-0.240000
justice_test_002039,harmlessness,justice,0.749801,-0.628007,-0.172280,0.159368
justice_test_002059,fairness,justice,-4.206011,0.431051,0.019477,-0.103623
justice_test_002142,honesty,justice,-2.566198,-0.027161,-0.027040,0.137657
justice_test_002189,fairness,justice,2.772802,-0.027470,0.157820,-0.035437
justice_test_002196,fairness,justice,-0.848789,-0.172537,-0.091779,-0.154686
justice_test_002270,compassion,justice,-0.849464,-0.159110,0.151243,0.096410
justice_test_002286,fairness,justice,1.591922,-0.408301,0.072334,-0.237826
justice_test_002293,fairness,justice,-0.665168,-0.266075,0.246562,-0.227218
justice_test_002296,compassion,justice,-2.788424,0.168289,-0.068206,-0.164544
justice_test_002313,compassion,justice,-2.332229,-0.262821,-0.308440,0.009451
justice_test_002390,fairness,justice,1.494581,-0.595562,-0.077784,-0.043266
justice_test_002418,fairness,justice,1.515089,-0.130880,-0.210598,-0.112762
justice_test_002448,honesty,justice,-0.327749,-0.172963,0.244786,0.052793
justice_test_002451,fairness,justice,-0.256807,-0.538264,0.191587,0.216183
justice_test_002465,harmlessness,justice,1.687900,-0.380917,-0.299586,0.096050
justice_test_002503,fairness,justice,0.453371,-0.544822,-0.048810,0.141828
justice_test_002524,fairness,justice,0.317294,-0.141283,0.348938,0.058847
justice_test_002647,fairness,justice,-2.676766,-0.182749,0.197582,-0.195720
