repeat,layer,effective_dimensionality,pc1_variance,mean_abs_off_diag_corr,reliability_g1,reliability_g3,method
22,40,3.9712327250050863,0.2822539488833496,0.04032416571828484,0.0010087386012368944,0.0010087386012368944,fallback_permuted_projections
23,40,3.97944925419239,0.27839164027397256,0.03782682543754481,0.0010774707262204153,0.0010774707262204153,fallback_permuted_projections
24,40,3.987916481333114,0.2670075753362865,0.031117971473895792,0.0022844686269189616,0.0022844686269189616,fallback_permuted_projections
25,40,3.9940079361544303,0.2641369060325065,0.018965391600561852,0.00033587612917840385,0.00033587612917840385,fallback_permuted_projections
26,40,3.982697053483555,0.2723526957963739,0.030701849282620264,0.0010786655727716469,0.0010786655727716469,fallback_permuted_projections
27,40,3.9923649654792523,0.2642746599522453,0.02137752368956834,0.003854907687793057,0.003854907687793057,fallback_permuted_projections
28,40,3.986002693424693,0.2658934550928671,0.02713131093036494,0.0005086859360902785,0.0005086859360902785,fallback_permuted_projections
29,40,3.9906677421598418,0.26278235409914075,0.023327139805007283,0.0007108908409631579,0.0007108908409631579,fallback_permuted_projections
30,40,3.9975029047624226,0.2593429174431142,0.011304675464616075,0.00032588579510267363,0.00032588579510267363,fallback_permuted_projections
31,40,3.953371438568136,0.28078703400261906,0.0466500046044242,0.0013260520820676364,0.0013260520820676364,fallback_permuted_projections
32,40,3.9832786892737735,0.2715765042996876,0.02611435028721973,0.0009858306681171944,0.0009858306681171944,fallback_permuted_projections
33,40,3.998264534895847,0.25671875162100316,0.009576454111289786,0.004242156536346913,0.004242156536346913,fallback_permuted_projections
34,40,3.9753792542588937,0.27850429080751893,0.02792633452613641,0.0013753753356128297,0.0013753753356128297,fallback_permuted_projections
35,40,3.966030299732845,0.2795502917311667,0.04229890706081433,0.0014104809100655652,0.0014104809100655652,fallback_permuted_projections
36,40,3.98908549161451,0.26806155182264,0.02536468827660861,0.004651674397805615,0.004651674397805615,fallback_permuted_projections
37,40,3.983663746335959,0.26526324698543746,0.03212753197369146,0.0015546118384698812,0.0015546118384698812,fallback_permuted_projections
38,40,3.983931718584261,0.2713958994598143,0.029690414393481645,0.003078743786651689,0.003078743786651689,fallback_permuted_projections
39,40,3.9881756531824517,0.26690613855381884,0.02756037815856438,0.0005159479500973319,0.0005159479500973319,fallback_permuted_projections
40,40,3.967515425622086,0.27641890377936046,0.040926336154376484,0.0007199052305777921,0.0007199052305777921,fallback_permuted_projections
41,40,3.984135459080377,0.2727807122687245,0.027260408303578,0.0005473986834413294,0.0005473986834413294,fallback_permuted_projections
42,40,3.983050014200979,0.26871797883679854,0.036744160497805906,0.000347329435702391,0.000347329435702391,fallback_permuted_projections
43,40,3.993280795655267,0.2629929230652629,0.022221011002149297,0.00055507242106088,0.00055507242106088,fallback_permuted_projections
44,40,3.98811427060236,0.2644499170092109,0.027267466465323197,0.004742669706639574,0.004742669706639574,fallback_permuted_projections
45,40,3.9793318233573505,0.2785063499245101,0.034695658048712864,8.414655104436239e-05,8.414655104436239e-05,fallback_permuted_projections
46,40,3.9800453967770864,0.2729970759976331,0.034352772850431874,0.0005453844081134736,0.0005453844081134736,fallback_permuted_projections
47,40,3.9904244340706074,0.2631720584465901,0.02592002005131735,0.000917340992299766,0.000917340992299766,fallback_permuted_projections
48,40,3.984760736736821,0.2698282547682813,0.0304479326469486,0.0005441384354955428,0.0005441384354955428,fallback_permuted_projections
49,40,3.973127890158118,0.2799472014964948,0.042537014247782355,0.0015276060619862548,0.0015276060619862548,fallback_permuted_projections
50,40,3.9826818086728535,0.27312735061569826,0.031638215049710504,0.0010213526043915178,0.0010213526043915178,fallback_permuted_projections
51,40,3.989503551984655,0.2703558122044315,0.025754368873166556,0.0014530289684552048,0.0014530289684552048,fallback_permuted_projections
52,40,3.9721726433510565,0.2755553024294216,0.04327538921053165,0.0014611719342553049,0.0014611719342553049,fallback_permuted_projections
53,40,3.9841897054595194,0.2708838581313841,0.028347748734226245,0.0004947422005662417,0.0004947422005662417,fallback_permuted_projections
54,40,3.9879229328513883,0.269719323052331,0.025501447485653198,0.0005070662158614761,0.0005070662158614761,fallback_permuted_projections
55,40,3.993822370488081,0.2630106917878449,0.02060238266755172,0.0004230699300997823,0.0004230699300997823,fallback_permuted_projections
56,40,3.995858862604162,0.25995650832423456,0.01778464558357323,0.0005262548527977941,0.0005262548527977941,fallback_permuted_projections
57,40,3.976889404562801,0.2740512171422452,0.03576986103419507,0.0015709139863295557,0.0015709139863295557,fallback_permuted_projections
58,40,3.991890436661191,0.265633556991068,0.02016549301825987,0.0019446308773387335,0.0019446308773387335,fallback_permuted_projections
59,40,3.990633337552914,0.26556206707261554,0.023275062596261765,0.0016806217925026115,0.0016806217925026115,fallback_permuted_projections
60,40,3.9872291086820795,0.2696304234073222,0.025323125189237777,0.001157527206855523,0.001157527206855523,fallback_permuted_projections
61,40,3.983509761170337,0.26927517969861536,0.030893008682821632,0.0008430138994232465,0.0008430138994232465,fallback_permuted_projections
62,40,3.9842525253664975,0.2707897436649813,0.033087950231879236,0.001310297278891789,0.001310297278891789,fallback_permuted_projections
63,40,3.9946436683211393,0.261626639303529,0.01699201407084962,0.0011089790607463129,0.0011089790607463129,fallback_permuted_projections
64,40,3.9912288759404437,0.26498113043304206,0.02107121279976298,0.003364290902920424,0.003364290902920424,fallback_permuted_projections
65,40,3.9826414402962937,0.2692177292951017,0.03263649430755692,0.0004295301335078896,0.0004295301335078896,fallback_permuted_projections
66,40,3.971773996712273,0.278742308218127,0.03814906023306061,0.000831296491772899,0.000831296491772899,fallback_permuted_projections
67,40,3.9884675328596133,0.26822020281700204,0.02055772976090085,0.001240194529128946,0.001240194529128946,fallback_permuted_projections
68,40,3.976540111071059,0.27704143896060107,0.041231208348106126,0.00031577310800382966,0.00031577310800382966,fallback_permuted_projections
69,40,3.978380938992167,0.2760558121504212,0.03672141397853874,0.003194646661952264,0.003194646661952264,fallback_permuted_projections
70,40,3.994716950956684,0.26323948083071136,0.01595049920755108,0.0004538559784310618,0.0004538559784310618,fallback_permuted_projections
71,40,3.9913830964017754,0.26491450149937273,0.01984976674996189,0.000231994638067075,0.000231994638067075,fallback_permuted_projections
72,40,3.9933918436338534,0.2632288289786013,0.016297356689856508,0.0004841175394586223,0.0004841175394586223,fallback_permuted_projections
73,40,3.981807749672594,0.2765957505842127,0.034124941589884585,0.0010768040809258125,0.0010768040809258125,fallback_permuted_projections
74,40,3.990238032614416,0.26536723423329456,0.022922761749380988,0.0002455086867172326,0.0002455086867172326,fallback_permuted_projections
75,40,3.9968859235239456,0.2593621995587776,0.013637115742232466,0.001352530243158605,0.001352530243158605,fallback_permuted_projections
76,40,3.9869095035227344,0.27059577569009935,0.03033375813259091,0.0002563682801045975,0.0002563682801045975,fallback_permuted_projections
77,40,3.990180662652495,0.26673580346702286,0.02587311095034395,0.0033816702828203867,0.0033816702828203867,fallback_permuted_projections
78,40,3.990009424215757,0.2671632438022435,0.02136598732430843,0.000500695655103734,0.000500695655103734,fallback_permuted_projections
79,40,3.9638594158647904,0.27875460423321125,0.050593511355722716,0.0005328969005090267,0.0005328969005090267,fallback_permuted_projections
80,40,3.9858045698908415,0.26972463550993464,0.029207004898493347,0.0003017183055892799,0.0003017183055892799,fallback_permuted_projections
81,40,3.9950457403627997,0.2606619142137889,0.01665581189614856,0.0035552996146003563,0.0035552996146003563,fallback_permuted_projections
82,40,3.9791051793476075,0.27061093886782206,0.03782127785560572,0.0021260836272289133,0.0021260836272289133,fallback_permuted_projections
83,40,3.968434903697825,0.2835030004887175,0.04078116980794645,0.0017019312863800924,0.0017019312863800924,fallback_permuted_projections
84,40,3.9720706010675895,0.2781314973273997,0.04178527750947785,0.0016227759308985827,0.0016227759308985827,fallback_permuted_projections
85,40,3.9905983283928013,0.2654377088065794,0.023692540811132534,0.00230568629675431,0.00230568629675431,fallback_permuted_projections
86,40,3.990129553724087,0.26462826434805314,0.023248000342056926,0.00017500016263826342,0.00017500016263826342,fallback_permuted_projections
87,40,3.9652188020697685,0.28248709146005346,0.04472185320038849,0.0027616326875043637,0.0027616326875043637,fallback_permuted_projections
88,40,3.9658030912271154,0.28536777008659303,0.04294833200806778,0.0028602780875178527,0.0028602780875178527,fallback_permuted_projections
89,40,3.991870356626364,0.26696558526536196,0.02280871719578596,0.002816890325900673,0.002816890325900673,fallback_permuted_projections
90,40,3.9945447421648987,0.26519022369678685,0.01936930399393148,0.0007373624475541164,0.0007373624475541164,fallback_permuted_projections
91,40,3.9943896701141073,0.2644036631326225,0.016597792693029252,0.0018249983188283125,0.0018249983188283125,fallback_permuted_projections
92,40,3.9921206141695778,0.2638836363294665,0.019308605878019833,0.0005017544533111751,0.0005017544533111751,fallback_permuted_projections
93,40,3.9932403598677606,0.2653850232493651,0.02243741546692542,0.0012831010516257135,0.0012831010516257135,fallback_permuted_projections
94,40,3.9751896302764536,0.27607387872416,0.0340282817587745,0.0031885579533442125,0.0031885579533442125,fallback_permuted_projections
95,40,3.9912574057005465,0.2664750649925639,0.022175308443626408,0.0013270474056703825,0.0013270474056703825,fallback_permuted_projections
96,40,3.9888518565382025,0.26988538988342486,0.024098112357095414,0.0008803961778728283,0.0008803961778728283,fallback_permuted_projections
97,40,3.9887225496993985,0.2684376490471818,0.024128677537881088,0.0018752458657706333,0.0018752458657706333,fallback_permuted_projections
98,40,3.9760659239713796,0.27982173145705647,0.03732384213576688,0.0006309198051952017,0.0006309198051952017,fallback_permuted_projections
99,40,3.9695362647927017,0.2765565837820378,0.04169054788079793,0.00041530470682597716,0.00041530470682597716,fallback_permuted_projections
0,47,3.990420187930186,0.26129231095448485,0.025674123104762983,0.0006126234428146034,0.0006126234428146034,fallback_permuted_projections
1,47,3.990326050177823,0.2643934717149703,0.023834542843369482,0.0006813894094350635,0.0006813894094350635,fallback_permuted_projections
2,47,3.9880943701474183,0.2672282186524538,0.028229091611401403,0.00033566747089587443,0.00033566747089587443,fallback_permuted_projections
3,47,3.9435826712217774,0.29038750866158836,0.04942380107980776,0.001090523604394848,0.001090523604394848,fallback_permuted_projections
4,47,3.977227970478052,0.27933441904507306,0.036119824313476,0.0016653979882678986,0.0016653979882678986,fallback_permuted_projections
5,47,3.9769375156803597,0.2778660882924714,0.03214272802434067,0.003922182392556562,0.003922182392556562,fallback_permuted_projections
6,47,3.9948600819309927,0.2627096602062072,0.01809481052397812,0.0032452113870251632,0.0032452113870251632,fallback_permuted_projections
7,47,3.9924535003208073,0.2633417842328208,0.020171359050596808,0.0006158542981018228,0.0006158542981018228,fallback_permuted_projections
8,47,3.991737844362054,0.2670050626613215,0.020220057489536064,0.0003106472042540494,0.0003106472042540494,fallback_permuted_projections
9,47,3.995934329879571,0.26165426509142364,0.013737653837771063,0.00016966921547968298,0.00016966921547968298,fallback_permuted_projections
10,47,3.984112020915206,0.2694451923068492,0.02689657606811958,0.0021911707892078463,0.0021911707892078463,fallback_permuted_projections
11,47,3.980944953467524,0.27459385419328486,0.030968442589112823,0.00033390496624841976,0.00033390496624841976,fallback_permuted_projections
12,47,3.991551361555178,0.26605678662760285,0.02227886839401103,0.0013718951721697237,0.0013718951721697237,fallback_permuted_projections
13,47,3.9904871264781274,0.2665859235613591,0.022405391143916837,0.00032313776216305243,0.00032313776216305243,fallback_permuted_projections
14,47,3.9706195444544683,0.28332789557236127,0.042985111779509026,4.9286234939459836e-05,4.9286234939459836e-05,fallback_permuted_projections
15,47,3.9833159143561505,0.26945732967350555,0.030054178303851844,0.001061145831404431,0.001061145831404431,fallback_permuted_projections
16,47,3.9862743772663976,0.2718352590684191,0.031090393112825316,0.002224316601516628,0.002224316601516628,fallback_permuted_projections
17,47,3.9928704759461904,0.26713770219235755,0.022471963290568792,2.1280723956268356e-05,2.1280723956268356e-05,fallback_permuted_projections
18,47,3.9948704847387777,0.2618190695219912,0.014995574734976362,0.002946589153750578,0.002946589153750578,fallback_permuted_projections
19,47,3.9939962843553745,0.26444548477921215,0.01710692093385219,0.0002707122937800183,0.0002707122937800183,fallback_permuted_projections
20,47,3.975953305015792,0.2773544462990802,0.035463066543343906,0.0011383084340297193,0.0011383084340297193,fallback_permuted_projections
21,47,3.9887598129337123,0.2702265155186998,0.022739252299495114,0.0003891453446081891,0.0003891453446081891,fallback_permuted_projections
22,47,3.974644518984867,0.27440071480287803,0.03898603314315673,0.0011371651376012816,0.0011371651376012816,fallback_permuted_projections
23,47,3.9964581793178007,0.25991455059107815,0.013129118503095416,0.0014264300895726778,0.0014264300895726778,fallback_permuted_projections
24,47,3.990079227103012,0.2677406008522372,0.02100494079580643,0.0009146951429805404,0.0009146951429805404,fallback_permuted_projections
25,47,3.981811199111613,0.2690556697625775,0.034439485743578364,0.0016606268952269803,0.0016606268952269803,fallback_permuted_projections
26,47,3.9838244905202314,0.27154522516208557,0.03554330569005738,0.0007375835608510391,0.0007375835608510391,fallback_permuted_projections
