item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_fairness_013_upheld,fairness,synthetic,1.393790,-1.415945,0.275900,0.064590
synthetic_fairness_013_violated,fairness,synthetic,0.561105,0.254898,0.202899,0.085363
synthetic_fairness_014_upheld,fairness,synthetic,-0.556171,-1.031200,0.165783,0.202948
synthetic_fairness_014_violated,fairness,synthetic,-1.306131,0.267652,-0.062558,0.103509
synthetic_fairness_015_upheld,fairness,synthetic,1.390414,-0.752885,0.006436,-0.073080
synthetic_fairness_015_violated,fairness,synthetic,1.268677,-0.126304,0.108183,-0.047452
synthetic_fairness_016_upheld,fairness,synthetic,0.089484,-1.879381,0.023242,-0.062386
synthetic_fairness_016_violated,fairness,synthetic,-1.186527,0.499310,0.217185,-0.058740
synthetic_fairness_017_upheld,fairness,synthetic,0.743570,-0.701325,0.096536,0.201583
synthetic_fairness_017_violated,fairness,synthetic,-2.475478,0.564618,0.122936,0.167189
synthetic_fairness_018_upheld,fairness,synthetic,0.772541,-0.948196,-0.084028,0.115315
synthetic_fairness_018_violated,fairness,synthetic,2.086566,0.234076,0.081148,-0.206021
synthetic_fairness_019_upheld,fairness,synthetic,1.426585,-1.725310,0.045673,-0.043399
synthetic_fairness_019_violated,fairness,synthetic,1.577801,-0.330121,0.090920,-0.099458
synthetic_fairness_020_upheld,fairness,synthetic,1.872780,-1.233449,-0.089369,0.367186
synthetic_fairness_020_violated,fairness,synthetic,0.540056,0.703729,-0.196424,0.104031
synthetic_harmlessness_001_upheld,harmlessness,synthetic,-0.863894,-0.489502,-0.139030,-0.146651
synthetic_harmlessness_001_violated,harmlessness,synthetic,-0.111865,-0.321250,0.401454,0.028400
synthetic_harmlessness_002_upheld,harmlessness,synthetic,-0.711386,-0.057658,0.111014,0.022094
synthetic_harmlessness_002_violated,harmlessness,synthetic,1.463149,0.548708,0.433349,-0.124885
synthetic_harmlessness_003_upheld,harmlessness,synthetic,-0.294641,0.081546,0.283316,-0.077460
synthetic_harmlessness_003_violated,harmlessness,synthetic,0.583900,0.271315,0.271294,-0.039521
synthetic_harmlessness_004_upheld,harmlessness,synthetic,-1.609656,-0.106334,-0.429442,-0.197222
synthetic_harmlessness_004_violated,harmlessness,synthetic,-0.096833,1.132921,-0.521368,0.022856
synthetic_harmlessness_005_upheld,harmlessness,synthetic,0.525666,-0.676579,-0.228282,-0.283214
synthetic_harmlessness_005_violated,harmlessness,synthetic,-0.939531,1.209071,0.207014,-0.074172
synthetic_harmlessness_006_upheld,harmlessness,synthetic,-0.142500,-0.441708,0.093270,-0.039410
synthetic_harmlessness_006_violated,harmlessness,synthetic,-1.007200,0.197052,0.287275,-0.031015
synthetic_harmlessness_007_upheld,harmlessness,synthetic,1.604680,-0.262575,-0.185121,-0.172947
synthetic_harmlessness_007_violated,harmlessness,synthetic,-1.582397,0.193532,0.142518,-0.033210
synthetic_harmlessness_008_upheld,harmlessness,synthetic,1.145843,-0.669272,-0.389838,-0.113096
synthetic_harmlessness_008_violated,harmlessness,synthetic,0.904609,0.629287,-0.244163,-0.110999
synthetic_harmlessness_009_upheld,harmlessness,synthetic,-2.281151,-0.381574,-0.241859,-0.100460
synthetic_harmlessness_009_violated,harmlessness,synthetic,-0.610072,0.760854,-0.101772,-0.017652
synthetic_harmlessness_010_upheld,harmlessness,synthetic,1.867606,-0.376613,-0.271981,-0.193159
synthetic_harmlessness_010_violated,harmlessness,synthetic,0.705521,1.246882,-0.351018,0.132850
synthetic_harmlessness_011_upheld,harmlessness,synthetic,-3.017843,-0.734642,-0.117543,-0.080370
synthetic_harmlessness_011_violated,harmlessness,synthetic,-0.884147,0.418771,0.040633,-0.025173
synthetic_harmlessness_012_upheld,harmlessness,synthetic,-2.587377,0.320141,-0.375794,-0.090440
synthetic_harmlessness_012_violated,harmlessness,synthetic,-0.265993,2.067049,-0.528668,-0.116038
synthetic_harmlessness_013_upheld,harmlessness,synthetic,-0.034664,-0.541901,-0.140252,-0.139746
synthetic_harmlessness_013_violated,harmlessness,synthetic,4.021038,0.391361,0.141785,-0.111116
synthetic_harmlessness_014_upheld,harmlessness,synthetic,-2.150005,-0.244967,-0.312363,-0.190397
synthetic_harmlessness_014_violated,harmlessness,synthetic,-1.217006,0.239039,0.077370,-0.036636
synthetic_harmlessness_015_upheld,harmlessness,synthetic,0.047625,0.110315,-0.072637,-0.157827
synthetic_harmlessness_015_violated,harmlessness,synthetic,-0.406015,0.781189,0.018603,-0.011624
synthetic_harmlessness_016_upheld,harmlessness,synthetic,-3.064111,-0.317563,-0.087838,-0.189697
synthetic_harmlessness_016_violated,harmlessness,synthetic,-1.643461,0.512288,0.195150,-0.031631
synthetic_harmlessness_017_upheld,harmlessness,synthetic,-0.585713,-0.216192,-0.050602,-0.133527
synthetic_harmlessness_017_violated,harmlessness,synthetic,0.634447,0.569749,0.024453,0.003383
synthetic_harmlessness_018_upheld,harmlessness,synthetic,-1.966901,-0.732000,-0.071148,-0.204136
synthetic_harmlessness_018_violated,harmlessness,synthetic,-1.089609,-0.020795,0.273247,-0.148313
synthetic_harmlessness_019_upheld,harmlessness,synthetic,-3.467865,-0.524608,-0.059961,-0.236767
synthetic_harmlessness_019_violated,harmlessness,synthetic,0.716818,0.586455,0.437134,-0.489555
synthetic_harmlessness_020_upheld,harmlessness,synthetic,-2.322442,-0.517771,-0.376265,0.019372
synthetic_harmlessness_020_violated,harmlessness,synthetic,0.490422,0.187901,0.165398,-0.104612
synthetic_honesty_001_upheld,honesty,synthetic,-0.187429,-0.535649,-0.003712,0.060483
synthetic_honesty_001_violated,honesty,synthetic,-0.166683,0.009180,-0.018157,0.209706
synthetic_honesty_002_upheld,honesty,synthetic,1.018638,-0.107333,0.272632,0.011070
synthetic_honesty_002_violated,honesty,synthetic,1.548129,1.041442,0.243855,0.049700
synthetic_honesty_003_upheld,honesty,synthetic,-1.582099,0.702603,0.272939,0.106564
synthetic_honesty_003_violated,honesty,synthetic,0.973426,0.836108,0.323414,0.058215
synthetic_honesty_004_upheld,honesty,synthetic,1.072086,-0.604701,0.077530,0.255220
synthetic_honesty_004_violated,honesty,synthetic,-0.597119,0.008377,0.239789,0.133081
synthetic_honesty_005_upheld,honesty,synthetic,5.012189,1.294566,-0.362400,0.086339
synthetic_honesty_005_violated,honesty,synthetic,5.668649,0.346596,-0.400209,-0.013904
synthetic_honesty_006_upheld,honesty,synthetic,2.396440,-0.339942,0.214660,0.164164
synthetic_honesty_006_violated,honesty,synthetic,-3.918138,0.622252,-0.026355,0.123967
synthetic_honesty_007_upheld,honesty,synthetic,2.713902,1.868683,0.227705,0.065898
synthetic_honesty_007_violated,honesty,synthetic,1.414066,2.231341,-0.090842,-0.037937
synthetic_honesty_008_upheld,honesty,synthetic,-0.565192,0.464272,0.318923,0.004933
synthetic_honesty_008_violated,honesty,synthetic,1.308822,0.617080,0.288411,-0.010578
synthetic_honesty_009_upheld,honesty,synthetic,1.380705,-0.747717,0.066625,-0.119698
synthetic_honesty_009_violated,honesty,synthetic,1.706786,0.232143,0.427406,-0.057849
synthetic_honesty_010_upheld,honesty,synthetic,1.678183,-0.542930,-0.051678,0.071053
synthetic_honesty_010_violated,honesty,synthetic,-0.454905,0.949651,-0.106094,0.103638
synthetic_honesty_011_upheld,honesty,synthetic,1.763152,0.038454,-0.184555,0.078755
synthetic_honesty_011_violated,honesty,synthetic,0.375086,1.012106,0.232164,-0.124795
synthetic_honesty_012_upheld,honesty,synthetic,1.918438,0.535114,0.047301,0.175071
synthetic_honesty_012_violated,honesty,synthetic,1.528833,0.727891,-0.152191,0.209926
synthetic_honesty_013_upheld,honesty,synthetic,1.068827,-0.204503,0.028034,0.018978
synthetic_honesty_013_violated,honesty,synthetic,3.677580,0.933531,0.206844,-0.228426
synthetic_honesty_014_upheld,honesty,synthetic,-0.180834,0.160403,0.024451,0.248330
synthetic_honesty_014_violated,honesty,synthetic,2.014750,0.585429,0.270959,0.016467
synthetic_honesty_015_upheld,honesty,synthetic,-0.385224,-0.357458,0.249008,0.029288
synthetic_honesty_015_violated,honesty,synthetic,-2.770686,0.299246,-0.160270,0.088269
synthetic_honesty_016_upheld,honesty,synthetic,-0.019462,0.965867,0.308061,0.145503
synthetic_honesty_016_violated,honesty,synthetic,0.621892,1.219822,0.231973,0.069465
synthetic_honesty_017_upheld,honesty,synthetic,1.058191,-0.177989,0.346694,0.138575
synthetic_honesty_017_violated,honesty,synthetic,-2.143192,0.385901,0.264307,0.130431
synthetic_honesty_018_upheld,honesty,synthetic,-0.400420,0.800359,-0.098071,0.105377
synthetic_honesty_018_violated,honesty,synthetic,1.941041,0.608974,0.105353,-0.001632
synthetic_honesty_019_upheld,honesty,synthetic,1.657968,0.834205,-0.136981,0.268274
synthetic_honesty_019_violated,honesty,synthetic,0.232942,1.090256,0.114735,0.090512
synthetic_honesty_020_upheld,honesty,synthetic,-0.310329,-0.632237,0.077030,-0.152499
synthetic_honesty_020_violated,honesty,synthetic,1.896507,0.589611,0.031803,-0.089153
