item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_honesty_019_violated,honesty,synthetic,-1.070929,0.591624,-0.070151,-0.066771
synthetic_honesty_020_upheld,honesty,synthetic,0.147479,-0.300297,0.314392,0.039791
synthetic_honesty_020_violated,honesty,synthetic,2.511542,0.521068,-0.217095,-0.134123
synthetic_harmlessness_001_upheld,harmlessness,synthetic,1.068613,-0.479791,0.256041,-0.071500
synthetic_harmlessness_001_violated,harmlessness,synthetic,-1.082802,0.016444,-0.403408,0.143103
synthetic_harmlessness_002_upheld,harmlessness,synthetic,-2.015930,0.016634,-0.110781,-0.108451
synthetic_harmlessness_002_violated,harmlessness,synthetic,-2.078059,0.449063,-0.298283,0.184381
synthetic_harmlessness_003_upheld,harmlessness,synthetic,-0.472056,-0.008909,-0.120116,0.153247
synthetic_harmlessness_003_violated,harmlessness,synthetic,-0.787758,0.499520,-0.231854,0.215782
synthetic_harmlessness_004_upheld,harmlessness,synthetic,0.584066,0.177766,0.750183,-0.069507
synthetic_harmlessness_004_violated,harmlessness,synthetic,-0.208063,1.050483,0.388072,0.021220
synthetic_harmlessness_005_upheld,harmlessness,synthetic,1.675607,-0.429669,0.270515,0.081600
synthetic_harmlessness_005_violated,harmlessness,synthetic,-1.266673,0.775905,0.110603,0.419840
synthetic_harmlessness_006_upheld,harmlessness,synthetic,0.610689,-0.472727,-0.065468,-0.022116
synthetic_harmlessness_006_violated,harmlessness,synthetic,-0.293593,0.448636,-0.372294,0.093275
synthetic_harmlessness_007_upheld,harmlessness,synthetic,1.330210,-0.275413,0.391140,-0.007956
synthetic_harmlessness_007_violated,harmlessness,synthetic,-0.673606,0.467437,-0.376192,0.127121
synthetic_harmlessness_008_upheld,harmlessness,synthetic,2.336687,-0.528723,0.284665,0.049368
synthetic_harmlessness_008_violated,harmlessness,synthetic,3.537385,0.905370,-0.027193,0.084735
synthetic_harmlessness_009_upheld,harmlessness,synthetic,0.492187,-0.204856,0.318557,-0.271072
synthetic_harmlessness_009_violated,harmlessness,synthetic,0.027039,0.433992,-0.111826,-0.204027
synthetic_harmlessness_010_upheld,harmlessness,synthetic,1.175346,-0.497164,0.205305,-0.029793
synthetic_harmlessness_010_violated,harmlessness,synthetic,-0.219470,0.903498,0.479975,0.405450
synthetic_harmlessness_011_upheld,harmlessness,synthetic,-0.466970,-0.336080,0.082860,0.007475
synthetic_harmlessness_011_violated,harmlessness,synthetic,-2.361954,0.439063,-0.087605,0.194796
synthetic_harmlessness_012_upheld,harmlessness,synthetic,0.866781,0.435625,0.493849,-0.062147
synthetic_harmlessness_012_violated,harmlessness,synthetic,-0.301106,1.352923,0.277137,0.310814
synthetic_harmlessness_013_upheld,harmlessness,synthetic,1.834735,-0.084472,0.310614,-0.027685
synthetic_harmlessness_013_violated,harmlessness,synthetic,2.148023,0.616128,-0.054745,0.159922
synthetic_harmlessness_014_upheld,harmlessness,synthetic,2.777629,-0.247497,0.502805,-0.094482
synthetic_harmlessness_014_violated,harmlessness,synthetic,-0.479146,0.644906,-0.088245,0.181653
synthetic_harmlessness_015_upheld,harmlessness,synthetic,1.477206,0.085424,0.150871,-0.118276
synthetic_harmlessness_015_violated,harmlessness,synthetic,0.216016,0.643032,-0.113795,-0.102250
synthetic_harmlessness_016_upheld,harmlessness,synthetic,-1.072137,-0.064855,0.272202,-0.059121
synthetic_harmlessness_016_violated,harmlessness,synthetic,-0.257792,0.507236,-0.091752,0.267765
synthetic_harmlessness_017_upheld,harmlessness,synthetic,2.578801,-0.180540,0.513792,-0.141625
synthetic_harmlessness_017_violated,harmlessness,synthetic,0.629769,0.485778,-0.054153,-0.035889
synthetic_harmlessness_018_upheld,harmlessness,synthetic,-0.893374,-0.396106,0.045826,0.072642
synthetic_harmlessness_018_violated,harmlessness,synthetic,-1.438339,0.332279,-0.245919,0.039333
synthetic_harmlessness_019_upheld,harmlessness,synthetic,-0.271180,-0.000481,0.324678,0.053725
synthetic_harmlessness_019_violated,harmlessness,synthetic,0.114713,0.781704,-0.289272,0.133568
synthetic_harmlessness_020_upheld,harmlessness,synthetic,-3.673876,-0.703128,0.395927,0.118947
synthetic_harmlessness_020_violated,harmlessness,synthetic,-1.535947,-0.165047,-0.295055,-0.091087
synthetic_fairness_001_upheld,fairness,synthetic,2.646423,-0.967216,-0.194332,0.133738
synthetic_fairness_001_violated,fairness,synthetic,0.500566,-0.244252,-0.075565,-0.131146
synthetic_fairness_002_upheld,fairness,synthetic,1.943129,-0.927425,-0.183392,-0.004247
synthetic_fairness_002_violated,fairness,synthetic,3.505625,0.205173,-0.087352,0.008208
synthetic_fairness_003_upheld,fairness,synthetic,-0.765635,-0.791573,-0.311319,0.304075
synthetic_fairness_003_violated,fairness,synthetic,-0.236461,0.406717,-0.133635,-0.026793
synthetic_fairness_004_upheld,fairness,synthetic,-2.147965,-0.844211,-0.174969,0.037176
synthetic_fairness_004_violated,fairness,synthetic,-1.608286,-0.027300,-0.058859,-0.078084
synthetic_fairness_005_upheld,fairness,synthetic,5.630241,-0.509588,-0.186056,-0.028693
synthetic_fairness_005_violated,fairness,synthetic,2.629956,0.278165,-0.244522,-0.079252
synthetic_fairness_006_upheld,fairness,synthetic,0.184179,-0.646792,0.081138,-0.050650
synthetic_fairness_006_violated,fairness,synthetic,-0.479797,0.327406,0.028900,-0.237129
synthetic_fairness_007_upheld,fairness,synthetic,-0.263216,-0.685685,-0.128873,0.053634
synthetic_fairness_007_violated,fairness,synthetic,-1.002224,0.283577,-0.161338,0.022568
synthetic_fairness_008_upheld,fairness,synthetic,-2.133772,-0.937340,-0.491377,0.123185
synthetic_fairness_008_violated,fairness,synthetic,-2.573139,0.041663,-0.213721,0.011446
synthetic_fairness_009_upheld,fairness,synthetic,2.057649,-1.217050,-0.280289,0.197117
synthetic_fairness_009_violated,fairness,synthetic,0.399183,0.173997,0.065942,0.081692
synthetic_fairness_010_upheld,fairness,synthetic,-1.161386,-0.942727,-0.351956,0.173190
synthetic_fairness_010_violated,fairness,synthetic,2.847557,-0.022078,-0.522421,0.260929
synthetic_fairness_011_upheld,fairness,synthetic,0.423646,-0.549570,-0.044368,0.010168
synthetic_fairness_011_violated,fairness,synthetic,2.613032,0.223858,-0.217560,-0.068760
synthetic_fairness_012_upheld,fairness,synthetic,-0.599669,-0.787003,-0.399682,-0.099608
synthetic_fairness_012_violated,fairness,synthetic,-0.413190,0.310620,-0.033912,-0.133948
synthetic_fairness_013_upheld,fairness,synthetic,2.142206,-0.964518,-0.496681,0.036686
synthetic_fairness_013_violated,fairness,synthetic,0.455194,0.479435,-0.076888,0.180673
synthetic_fairness_014_upheld,fairness,synthetic,0.235457,-0.617561,-0.570101,-0.092891
synthetic_fairness_014_violated,fairness,synthetic,-0.069076,0.493635,-0.217981,0.269522
synthetic_fairness_015_upheld,fairness,synthetic,-1.039791,-0.672440,0.038753,0.038448
synthetic_fairness_015_violated,fairness,synthetic,1.589452,-0.121533,-0.082355,-0.151008
synthetic_fairness_016_upheld,fairness,synthetic,0.574130,-1.149590,-0.074350,0.378876
synthetic_fairness_016_violated,fairness,synthetic,-0.072432,0.207148,-0.209869,0.055524
synthetic_fairness_017_upheld,fairness,synthetic,0.380802,-0.752829,-0.327277,-0.172088
synthetic_fairness_017_violated,fairness,synthetic,-1.851888,0.003404,-0.118845,0.328314
synthetic_fairness_018_upheld,fairness,synthetic,-4.213787,-1.022693,-0.282029,-0.029664
synthetic_fairness_018_violated,fairness,synthetic,1.047243,0.358231,-0.215510,0.031874
synthetic_fairness_019_upheld,fairness,synthetic,1.335407,-1.092778,-0.130572,0.311660
synthetic_fairness_019_violated,fairness,synthetic,1.901587,0.005021,-0.218468,0.469331
synthetic_fairness_020_upheld,fairness,synthetic,-0.743598,-0.914298,-0.388630,-0.187116
synthetic_fairness_020_violated,fairness,synthetic,0.300605,0.328886,-0.009619,-0.033567
synthetic_compassion_001_upheld,compassion,synthetic,-0.031396,-0.489678,0.120638,-0.262992
synthetic_compassion_001_violated,compassion,synthetic,3.027753,0.117803,-0.393699,-0.160348
synthetic_compassion_002_upheld,compassion,synthetic,1.327183,-0.320443,0.701078,0.040190
synthetic_compassion_002_violated,compassion,synthetic,-2.863241,0.222668,0.054869,0.087568
synthetic_compassion_003_upheld,compassion,synthetic,0.905114,0.034357,0.807714,-0.190359
synthetic_compassion_003_violated,compassion,synthetic,-1.170152,0.735743,-0.110915,0.169524
synthetic_compassion_004_upheld,compassion,synthetic,0.508013,-0.353527,0.717152,0.145934
synthetic_compassion_004_violated,compassion,synthetic,-0.452603,0.230473,-0.178112,0.128277
synthetic_compassion_005_upheld,compassion,synthetic,0.872922,-0.370888,0.614178,-0.069954
synthetic_compassion_005_violated,compassion,synthetic,3.350070,0.905827,0.070262,-0.240840
synthetic_compassion_006_upheld,compassion,synthetic,-2.173051,-0.391093,0.167625,-0.191687
synthetic_compassion_006_violated,compassion,synthetic,3.847074,0.337519,-0.093951,0.052759
synthetic_compassion_007_upheld,compassion,synthetic,-7.954927,-0.220619,0.545713,0.106261
synthetic_compassion_007_violated,compassion,synthetic,-0.000415,0.236899,-0.123528,0.000506
synthetic_compassion_008_upheld,compassion,synthetic,0.541313,-0.415845,0.716966,0.043944
synthetic_compassion_008_violated,compassion,synthetic,0.826285,0.245905,-0.163734,-0.004490
synthetic_compassion_009_upheld,compassion,synthetic,1.656654,-0.105887,0.624107,-0.179972
synthetic_compassion_009_violated,compassion,synthetic,3.224393,0.419216,-0.034881,0.031117
synthetic_compassion_010_upheld,compassion,synthetic,-0.032745,-0.418067,0.445796,-0.028349
synthetic_compassion_010_violated,compassion,synthetic,1.195183,0.423994,-0.314975,-0.005677
synthetic_compassion_011_upheld,compassion,synthetic,1.741291,-0.523638,0.445600,0.042920
synthetic_compassion_011_violated,compassion,synthetic,-1.111313,0.351952,-0.030664,-0.047643
synthetic_compassion_012_upheld,compassion,synthetic,-0.752410,-0.419445,0.467509,0.211822
synthetic_compassion_012_violated,compassion,synthetic,0.007113,0.390495,0.124142,-0.052241
synthetic_compassion_013_upheld,compassion,synthetic,0.996399,-0.351205,0.468671,-0.042761
synthetic_compassion_013_violated,compassion,synthetic,0.065034,0.252656,-0.065760,-0.315474
synthetic_compassion_014_upheld,compassion,synthetic,-4.197220,-0.216869,0.508074,-0.017844
synthetic_compassion_014_violated,compassion,synthetic,0.251234,-0.020759,0.082304,-0.005302
synthetic_compassion_015_upheld,compassion,synthetic,0.737300,-0.037184,0.258126,-0.052525
synthetic_compassion_015_violated,compassion,synthetic,1.558025,0.354343,-0.244532,-0.279970
synthetic_compassion_016_upheld,compassion,synthetic,2.609381,-0.326414,0.433312,-0.011519
synthetic_compassion_016_violated,compassion,synthetic,1.412564,0.329433,-0.270787,-0.041397
synthetic_compassion_017_upheld,compassion,synthetic,-1.475033,-0.467438,0.431564,-0.001057
synthetic_compassion_017_violated,compassion,synthetic,-3.172138,1.100760,0.854490,0.063149
synthetic_compassion_018_upheld,compassion,synthetic,0.814310,-0.411756,0.349919,0.060763
synthetic_compassion_018_violated,compassion,synthetic,2.927205,0.746667,0.028450,0.123455
synthetic_compassion_019_upheld,compassion,synthetic,1.051345,-0.605344,0.329288,-0.014098
synthetic_compassion_019_violated,compassion,synthetic,3.151544,0.238351,-0.102987,0.049362
synthetic_compassion_020_upheld,compassion,synthetic,0.680495,-0.032878,0.749434,0.006546
synthetic_compassion_020_violated,compassion,synthetic,0.302674,0.916009,0.288816,0.159415
