item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_harmlessness_018_violated,harmlessness,synthetic,-1.438342,0.332280,-0.245919,0.039335
synthetic_harmlessness_019_upheld,harmlessness,synthetic,-0.271181,-0.000482,0.324680,0.053727
synthetic_harmlessness_019_violated,harmlessness,synthetic,0.114715,0.781705,-0.289276,0.133571
synthetic_harmlessness_020_upheld,harmlessness,synthetic,-3.673871,-0.703130,0.395928,0.118946
synthetic_harmlessness_020_violated,harmlessness,synthetic,-1.535945,-0.165050,-0.295056,-0.091085
synthetic_fairness_001_upheld,fairness,synthetic,2.646424,-0.967215,-0.194331,0.133740
synthetic_fairness_001_violated,fairness,synthetic,0.500570,-0.244259,-0.075570,-0.131144
synthetic_fairness_002_upheld,fairness,synthetic,1.943128,-0.927423,-0.183392,-0.004246
synthetic_fairness_002_violated,fairness,synthetic,3.505630,0.205169,-0.087350,0.008208
synthetic_fairness_003_upheld,fairness,synthetic,-0.765636,-0.791573,-0.311319,0.304079
synthetic_fairness_003_violated,fairness,synthetic,-0.236464,0.406716,-0.133632,-0.026792
synthetic_fairness_004_upheld,fairness,synthetic,-2.147966,-0.844210,-0.174968,0.037173
synthetic_fairness_004_violated,fairness,synthetic,-1.608285,-0.027302,-0.058858,-0.078083
synthetic_fairness_005_upheld,fairness,synthetic,5.630241,-0.509587,-0.186050,-0.028694
synthetic_fairness_005_violated,fairness,synthetic,2.629956,0.278164,-0.244520,-0.079252
synthetic_fairness_006_upheld,fairness,synthetic,0.184178,-0.646792,0.081137,-0.050655
synthetic_fairness_006_violated,fairness,synthetic,-0.479798,0.327407,0.028900,-0.237129
synthetic_fairness_007_upheld,fairness,synthetic,-0.263216,-0.685684,-0.128879,0.053634
synthetic_fairness_007_violated,fairness,synthetic,-1.002219,0.283576,-0.161337,0.022570
synthetic_fairness_008_upheld,fairness,synthetic,-2.133770,-0.937340,-0.491378,0.123191
synthetic_fairness_008_violated,fairness,synthetic,-2.573142,0.041664,-0.213722,0.011448
synthetic_fairness_009_upheld,fairness,synthetic,2.057645,-1.217047,-0.280285,0.197121
synthetic_fairness_009_violated,fairness,synthetic,0.399186,0.173995,0.065937,0.081692
synthetic_fairness_010_upheld,fairness,synthetic,-1.161386,-0.942729,-0.351955,0.173189
synthetic_fairness_010_violated,fairness,synthetic,2.847556,-0.022074,-0.522416,0.260924
synthetic_fairness_011_upheld,fairness,synthetic,0.423642,-0.549569,-0.044371,0.010166
synthetic_fairness_011_violated,fairness,synthetic,2.613036,0.223857,-0.217560,-0.068763
synthetic_fairness_012_upheld,fairness,synthetic,-0.599670,-0.787005,-0.399682,-0.099609
synthetic_fairness_012_violated,fairness,synthetic,-0.413186,0.310622,-0.033913,-0.133950
synthetic_fairness_013_upheld,fairness,synthetic,2.142209,-0.964518,-0.496683,0.036681
synthetic_fairness_013_violated,fairness,synthetic,0.455193,0.479433,-0.076886,0.180676
synthetic_fairness_014_upheld,fairness,synthetic,0.235454,-0.617558,-0.570099,-0.092888
synthetic_fairness_014_violated,fairness,synthetic,-0.069074,0.493633,-0.217981,0.269525
synthetic_fairness_015_upheld,fairness,synthetic,-1.039790,-0.672437,0.038753,0.038450
synthetic_fairness_015_violated,fairness,synthetic,1.589447,-0.121531,-0.082351,-0.151005
synthetic_fairness_016_upheld,fairness,synthetic,0.574128,-1.149585,-0.074350,0.378877
synthetic_fairness_016_violated,fairness,synthetic,-0.072425,0.207142,-0.209874,0.055526
synthetic_fairness_017_upheld,fairness,synthetic,0.380802,-0.752828,-0.327277,-0.172085
synthetic_fairness_017_violated,fairness,synthetic,-1.851886,0.003410,-0.118843,0.328314
synthetic_fairness_018_upheld,fairness,synthetic,-4.213789,-1.022694,-0.282032,-0.029660
synthetic_fairness_018_violated,fairness,synthetic,1.047244,0.358233,-0.215507,0.031874
synthetic_fairness_019_upheld,fairness,synthetic,1.335406,-1.092779,-0.130569,0.311660
synthetic_fairness_019_violated,fairness,synthetic,1.901588,0.005023,-0.218471,0.469327
synthetic_fairness_020_upheld,fairness,synthetic,-0.743597,-0.914300,-0.388628,-0.187118
synthetic_fairness_020_violated,fairness,synthetic,0.300601,0.328888,-0.009619,-0.033567
synthetic_compassion_001_upheld,compassion,synthetic,-0.031393,-0.489674,0.120637,-0.262989
synthetic_compassion_001_violated,compassion,synthetic,3.027755,0.117804,-0.393698,-0.160347
synthetic_compassion_002_upheld,compassion,synthetic,1.327186,-0.320444,0.701074,0.040186
synthetic_compassion_002_violated,compassion,synthetic,-2.863240,0.222669,0.054870,0.087571
synthetic_compassion_003_upheld,compassion,synthetic,0.905114,0.034357,0.807711,-0.190357
synthetic_compassion_003_violated,compassion,synthetic,-1.170152,0.735746,-0.110917,0.169524
synthetic_compassion_004_upheld,compassion,synthetic,0.508010,-0.353526,0.717155,0.145933
synthetic_compassion_004_violated,compassion,synthetic,-0.452605,0.230470,-0.178112,0.128280
synthetic_compassion_005_upheld,compassion,synthetic,0.872928,-0.370890,0.614174,-0.069957
synthetic_compassion_005_violated,compassion,synthetic,3.350067,0.905826,0.070261,-0.240841
synthetic_compassion_006_upheld,compassion,synthetic,-2.173046,-0.391093,0.167626,-0.191689
synthetic_compassion_006_violated,compassion,synthetic,3.847077,0.337514,-0.093944,0.052758
synthetic_compassion_007_upheld,compassion,synthetic,-7.954927,-0.220619,0.545716,0.106264
synthetic_compassion_007_violated,compassion,synthetic,-0.000416,0.236903,-0.123528,0.000500
synthetic_compassion_008_upheld,compassion,synthetic,0.541314,-0.415843,0.716964,0.043944
synthetic_compassion_008_violated,compassion,synthetic,0.826288,0.245907,-0.163735,-0.004490
synthetic_compassion_009_upheld,compassion,synthetic,1.656653,-0.105891,0.624107,-0.179968
synthetic_compassion_009_violated,compassion,synthetic,3.224395,0.419212,-0.034879,0.031118
synthetic_compassion_010_upheld,compassion,synthetic,-0.032743,-0.418065,0.445793,-0.028346
synthetic_compassion_010_violated,compassion,synthetic,1.195184,0.423988,-0.314977,-0.005678
synthetic_compassion_011_upheld,compassion,synthetic,1.741289,-0.523640,0.445599,0.042926
synthetic_compassion_011_violated,compassion,synthetic,-1.111312,0.351952,-0.030662,-0.047641
synthetic_compassion_012_upheld,compassion,synthetic,-0.752413,-0.419444,0.467510,0.211822
synthetic_compassion_012_violated,compassion,synthetic,0.007112,0.390495,0.124141,-0.052241
synthetic_compassion_013_upheld,compassion,synthetic,0.996401,-0.351210,0.468671,-0.042757
synthetic_compassion_013_violated,compassion,synthetic,0.065030,0.252655,-0.065756,-0.315474
synthetic_compassion_014_upheld,compassion,synthetic,-4.197223,-0.216865,0.508072,-0.017848
synthetic_compassion_014_violated,compassion,synthetic,0.251237,-0.020759,0.082304,-0.005302
synthetic_compassion_015_upheld,compassion,synthetic,0.737304,-0.037185,0.258126,-0.052523
synthetic_compassion_015_violated,compassion,synthetic,1.558024,0.354344,-0.244531,-0.279973
synthetic_compassion_016_upheld,compassion,synthetic,2.609379,-0.326407,0.433313,-0.011521
synthetic_compassion_016_violated,compassion,synthetic,1.412565,0.329436,-0.270789,-0.041397
synthetic_compassion_017_upheld,compassion,synthetic,-1.475036,-0.467441,0.431566,-0.001055
synthetic_compassion_017_violated,compassion,synthetic,-3.172137,1.100758,0.854490,0.063151
synthetic_compassion_018_upheld,compassion,synthetic,0.814309,-0.411751,0.349920,0.060763
synthetic_compassion_018_violated,compassion,synthetic,2.927204,0.746670,0.028444,0.123458
synthetic_compassion_019_upheld,compassion,synthetic,1.051346,-0.605345,0.329285,-0.014101
synthetic_compassion_019_violated,compassion,synthetic,3.151548,0.238351,-0.102986,0.049360
synthetic_compassion_020_upheld,compassion,synthetic,0.680496,-0.032878,0.749435,0.006547
synthetic_compassion_020_violated,compassion,synthetic,0.302673,0.916008,0.288815,0.159412
