item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_fairness_012_upheld,fairness,synthetic,2.216598,1.335143,0.662265,-0.101468
synthetic_fairness_012_violated,fairness,synthetic,-0.689144,-0.757270,-0.425973,-0.150393
synthetic_fairness_013_upheld,fairness,synthetic,1.849495,1.716281,-0.007572,0.053621
synthetic_fairness_013_violated,fairness,synthetic,0.402546,-0.908151,-0.390502,-0.008753
synthetic_fairness_014_upheld,fairness,synthetic,2.010280,1.352706,0.239660,-0.160379
synthetic_fairness_014_violated,fairness,synthetic,-1.676585,-0.146042,-0.318873,-0.012913
synthetic_fairness_015_upheld,fairness,synthetic,0.531921,1.606413,-0.227674,0.129191
synthetic_fairness_015_violated,fairness,synthetic,0.343056,0.572010,-0.212507,-0.010449
synthetic_fairness_016_upheld,fairness,synthetic,1.844090,1.451472,-0.352760,0.276827
synthetic_fairness_016_violated,fairness,synthetic,-0.635396,-0.674989,-0.315658,-0.146296
synthetic_fairness_017_upheld,fairness,synthetic,2.177877,1.726473,0.593852,-0.048245
synthetic_fairness_017_violated,fairness,synthetic,-4.696984,2.149570,-0.399017,0.036718
synthetic_fairness_018_upheld,fairness,synthetic,0.689575,2.606234,0.619678,-0.076795
synthetic_fairness_018_violated,fairness,synthetic,0.607993,-0.637637,-0.620485,-0.097571
synthetic_fairness_019_upheld,fairness,synthetic,2.170114,1.283259,-0.399363,0.244358
synthetic_fairness_019_violated,fairness,synthetic,1.958968,-1.262631,-0.586999,0.177727
synthetic_fairness_020_upheld,fairness,synthetic,2.879410,1.964928,1.221766,-0.083718
synthetic_fairness_020_violated,fairness,synthetic,-2.025197,0.036833,-0.203403,0.010068
synthetic_harmlessness_001_upheld,harmlessness,synthetic,0.514039,0.643175,-0.197699,0.123347
synthetic_harmlessness_001_violated,harmlessness,synthetic,-0.467864,0.657652,-0.402972,0.047045
synthetic_harmlessness_002_upheld,harmlessness,synthetic,-1.460899,1.697064,-0.121191,-0.060729
synthetic_harmlessness_002_violated,harmlessness,synthetic,-1.277397,0.475903,-0.819337,-0.097359
synthetic_harmlessness_003_upheld,harmlessness,synthetic,0.238341,0.190096,-0.216822,-0.125039
synthetic_harmlessness_003_violated,harmlessness,synthetic,-1.101399,-0.406559,-0.592128,-0.027336
synthetic_harmlessness_004_upheld,harmlessness,synthetic,-0.053095,-1.104207,-0.168974,0.195291
synthetic_harmlessness_004_violated,harmlessness,synthetic,-0.899170,-2.682763,0.237049,0.031819
synthetic_harmlessness_005_upheld,harmlessness,synthetic,1.171317,-0.019521,-0.389858,0.146818
synthetic_harmlessness_005_violated,harmlessness,synthetic,-2.887523,-1.008886,-0.156414,0.096039
synthetic_harmlessness_006_upheld,harmlessness,synthetic,0.736805,1.074934,0.074036,0.066316
synthetic_harmlessness_006_violated,harmlessness,synthetic,-1.209390,-0.216020,-0.666766,-0.079954
synthetic_harmlessness_007_upheld,harmlessness,synthetic,0.845655,-0.507222,-0.178108,0.120772
synthetic_harmlessness_007_violated,harmlessness,synthetic,-0.895901,-0.598797,-0.534331,-0.058178
synthetic_harmlessness_008_upheld,harmlessness,synthetic,1.089388,-0.055113,-0.140659,0.207666
synthetic_harmlessness_008_violated,harmlessness,synthetic,-0.311818,-2.259624,-0.321980,0.035958
synthetic_harmlessness_009_upheld,harmlessness,synthetic,0.670472,0.361485,0.055522,0.058778
synthetic_harmlessness_009_violated,harmlessness,synthetic,-0.270644,-0.509829,0.140340,-0.074031
synthetic_harmlessness_010_upheld,harmlessness,synthetic,1.602829,0.241758,-0.056625,0.117178
synthetic_harmlessness_010_violated,harmlessness,synthetic,-3.630828,-1.503028,0.611040,0.224964
synthetic_harmlessness_011_upheld,harmlessness,synthetic,-0.819954,1.234342,-0.124882,0.114398
synthetic_harmlessness_011_violated,harmlessness,synthetic,-1.855490,-0.247005,-0.117684,0.057785
synthetic_harmlessness_012_upheld,harmlessness,synthetic,-0.585773,-0.902391,0.246059,0.129669
synthetic_harmlessness_012_violated,harmlessness,synthetic,-2.945048,-3.197220,0.165400,0.119012
synthetic_harmlessness_013_upheld,harmlessness,synthetic,0.040413,-0.091231,-0.196673,0.141309
synthetic_harmlessness_013_violated,harmlessness,synthetic,1.859488,-3.009697,0.099482,0.101124
synthetic_harmlessness_014_upheld,harmlessness,synthetic,0.089027,-0.117548,-0.326626,0.116448
synthetic_harmlessness_014_violated,harmlessness,synthetic,-2.703690,0.300377,-0.440769,0.007743
synthetic_harmlessness_015_upheld,harmlessness,synthetic,1.927849,-1.371609,0.009604,-0.034549
synthetic_harmlessness_015_violated,harmlessness,synthetic,-0.338022,-1.362219,0.352703,-0.091883
synthetic_harmlessness_016_upheld,harmlessness,synthetic,0.123241,0.188654,-0.333634,0.027815
synthetic_harmlessness_016_violated,harmlessness,synthetic,-1.968106,-0.574986,-0.860094,0.068817
synthetic_harmlessness_017_upheld,harmlessness,synthetic,0.977797,-0.337386,-0.161215,0.126294
synthetic_harmlessness_017_violated,harmlessness,synthetic,0.409576,-1.712880,0.621745,-0.010692
synthetic_harmlessness_018_upheld,harmlessness,synthetic,0.314349,0.328662,-0.486858,0.079543
synthetic_harmlessness_018_violated,harmlessness,synthetic,-0.096952,-0.056254,-0.849174,-0.120333
synthetic_harmlessness_019_upheld,harmlessness,synthetic,-0.750261,0.406173,-0.358746,0.116539
synthetic_harmlessness_019_violated,harmlessness,synthetic,0.581728,-1.618042,-1.557870,-0.108706
synthetic_harmlessness_020_upheld,harmlessness,synthetic,-1.816493,1.692642,0.269137,0.263392
synthetic_harmlessness_020_violated,harmlessness,synthetic,-0.260802,0.862171,-0.378866,-0.088115
synthetic_honesty_001_upheld,honesty,synthetic,-0.406982,1.103338,-0.172458,0.051403
synthetic_honesty_001_violated,honesty,synthetic,-3.347632,0.357592,0.644073,0.226016
synthetic_honesty_002_upheld,honesty,synthetic,0.025283,0.646711,-0.147291,-0.134887
synthetic_honesty_002_violated,honesty,synthetic,0.574909,-0.244830,-0.335667,-0.255453
synthetic_honesty_003_upheld,honesty,synthetic,-1.136156,0.507328,0.154612,-0.256910
synthetic_honesty_003_violated,honesty,synthetic,-0.289293,0.434752,-0.105442,-0.321670
synthetic_honesty_004_upheld,honesty,synthetic,0.280758,0.798081,0.289639,-0.003701
synthetic_honesty_004_violated,honesty,synthetic,-3.462480,0.466105,0.301111,0.138852
synthetic_honesty_005_upheld,honesty,synthetic,1.859118,-0.775324,0.611353,-0.299542
synthetic_honesty_005_violated,honesty,synthetic,1.881166,-2.092888,0.085719,0.025069
synthetic_honesty_006_upheld,honesty,synthetic,1.254333,0.967711,0.250469,-0.121701
synthetic_honesty_006_violated,honesty,synthetic,-4.019700,1.324554,-0.178425,-0.172442
synthetic_honesty_007_upheld,honesty,synthetic,0.646970,-0.129627,0.644453,-0.518867
synthetic_honesty_007_violated,honesty,synthetic,2.381297,-2.206159,0.065174,-0.405510
synthetic_honesty_008_upheld,honesty,synthetic,-0.807500,1.677217,-0.076305,-0.225925
synthetic_honesty_008_violated,honesty,synthetic,-0.200457,0.543107,-0.182137,-0.227366
synthetic_honesty_009_upheld,honesty,synthetic,1.933533,0.715956,-0.061276,0.001674
synthetic_honesty_009_violated,honesty,synthetic,1.040443,-0.295055,-0.686005,-0.150592
synthetic_honesty_010_upheld,honesty,synthetic,0.945935,1.149154,0.445271,0.057409
synthetic_honesty_010_violated,honesty,synthetic,-0.101824,-1.230305,0.880810,-0.111656
synthetic_honesty_011_upheld,honesty,synthetic,1.107755,0.300200,0.608865,-0.045680
synthetic_honesty_011_violated,honesty,synthetic,-1.943944,-0.672124,-0.121439,-0.164325
synthetic_honesty_012_upheld,honesty,synthetic,-0.465289,0.476203,0.506915,-0.177009
synthetic_honesty_012_violated,honesty,synthetic,-0.260600,0.012068,0.902804,-0.099571
synthetic_honesty_013_upheld,honesty,synthetic,2.730407,-0.528151,0.055751,-0.085129
synthetic_honesty_013_violated,honesty,synthetic,2.157567,-0.945531,-0.577607,-0.205222
synthetic_honesty_014_upheld,honesty,synthetic,-1.927199,1.404594,0.837841,-0.128059
synthetic_honesty_014_violated,honesty,synthetic,-0.821052,0.963459,0.170972,-0.166020
synthetic_honesty_015_upheld,honesty,synthetic,1.780456,0.653198,-0.161862,-0.121324
synthetic_honesty_015_violated,honesty,synthetic,-0.355517,-0.704879,-0.437044,-0.043525
synthetic_honesty_016_upheld,honesty,synthetic,-1.099358,0.788113,-0.031132,-0.269562
synthetic_honesty_016_violated,honesty,synthetic,-0.365352,-0.545462,-0.485761,-0.235483
synthetic_honesty_017_upheld,honesty,synthetic,-0.220207,1.632061,0.326684,-0.101668
synthetic_honesty_017_violated,honesty,synthetic,-1.640065,-0.406016,-0.496890,-0.000138
synthetic_honesty_018_upheld,honesty,synthetic,-0.008367,0.062431,0.240589,-0.238425
synthetic_honesty_018_violated,honesty,synthetic,0.507234,-0.346324,-0.120521,-0.183297
synthetic_honesty_019_upheld,honesty,synthetic,0.119907,0.010150,1.390462,-0.214806
synthetic_honesty_019_violated,honesty,synthetic,-0.867572,-0.958759,0.806208,-0.198085
synthetic_honesty_020_upheld,honesty,synthetic,0.915988,0.031325,-0.239947,0.085693
synthetic_honesty_020_violated,honesty,synthetic,1.211431,-1.554064,-0.233329,-0.097794
