item_id,layer,source_split,primary_trait,activation_path,hidden_dim,token_position,model_name
synthetic_honesty_005_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_005_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_005_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_005_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_006_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_006_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_007_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_007_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_008_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_008_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_009_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_009_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_010_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_010_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_011_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_011_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_012_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_012_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_013_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_013_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_014_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_014_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_015_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_015_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_016_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_016_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_017_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_017_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_018_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_018_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_upheld,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_upheld_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_upheld,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_upheld_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_violated,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_violated_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_violated,40,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_violated_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_019_violated,47,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_019_violated_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
synthetic_honesty_020_upheld,32,synthetic,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/synthetic_projection/activations/synthetic_honesty_020_upheld_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
